category,date,newspaper,timestamp,title,url
Sports,"April 12, 2025",The Sunday Mail,2025-05-10T16:51:00.768550,Statement win for Lady Sables,https://www.heraldonline.co.zw/statement-win-for-lady-sables/?from=sundaymail
Sports,"April 12, 2025",The Sunday Mail,2025-05-10T16:51:02.880526,Newcomers rattle  PSL establishment,https://www.heraldonline.co.zw/newcomers-rattle-psl-establishment/?from=sundaymail
Sports,"April 12, 2025",The Sunday Mail,2025-05-10T16:51:04.726072,Region 5 Games launched,https://www.heraldonline.co.zw/region-5-games-launched/?from=sundaymail
Sports,"April 12, 2025",The Sunday Mail,2025-05-10T16:51:06.450114,Cricket royalty reborn!,https://www.heraldonline.co.zw/cricket-royalty-reborn/?from=sundaymail
Sports,"April 12, 2025",The Sunday Mail,2025-05-10T16:51:08.399775,Chitembwe limps into BF,https://www.heraldonline.co.zw/chitembwe-limps-into-bf/?from=sundaymail
Sports,"April 12, 2025",The Sunday Mail,2025-05-10T16:51:10.546140,Draw fuels discord at Scottland,https://www.heraldonline.co.zw/draw-fuels-discord-at-scottland/?from=sundaymail
Sports,"April 12, 2025",The Sunday Mail,2025-05-10T16:51:12.945886,Netball crisis deepens  as cover-up unravels,https://www.heraldonline.co.zw/netball-crisis-deepens-as-cover-up-unravels/?from=sundaymail
Sports,"April 26, 2025",The Sunday Mail,2025-05-10T16:51:14.322180,The Gamecock who has never left,https://www.heraldonline.co.zw/the-gamecock-who-has-never-left/?from=sundaymail
Sports,"April 26, 2025",The Sunday Mail,2025-05-10T16:51:15.374017,From dust to podiums: Zimbabwe athletics finds its second wind,https://www.heraldonline.co.zw/from-dust-to-podiums-zimbabwe-athletics-finds-its-second-wind/?from=sundaymail
Sports,"April 26, 2025",The Sunday Mail,2025-05-10T16:51:16.715386,"Chigowe the scapegoat, once again",https://www.heraldonline.co.zw/chigowe-the-scapegoat-once-again/?from=sundaymail
Sports,"April 26, 2025",The Sunday Mail,2025-05-10T16:51:18.335503,Junior Sables ready to roar,https://www.heraldonline.co.zw/junior-sables-ready-to-roar/?from=sundaymail
Sports,"April 26, 2025",The Sunday Mail,2025-05-10T16:51:20.071291,CHITEMBWE’S CURIOUS SILENCE SPARKS CAPS REVIVAL,https://www.heraldonline.co.zw/chitembwes-curious-silence-sparks-caps-revival/?from=sundaymail
